YMR056C	P04710	S000004660
YLR416C	Q06695	S000004408
YLR419W	Q06698	S000004411
YLR428C	O13564	S000004420
YLR434C	O13576	S000004426
YLR437C-A	Q8TGR0	S000028684
YLR444C	O13560	S000004436
YLR446W	Q06204	S000004438
YLR455W	Q06188	S000004447
YLR456W	Q06199	S000004448
YLR458W	A0A023PZK9	S000004450
YLR460C	P54007	S000004452
YLR462W	O13556	S000004454
YLR463C	O13557	S000004455
YLR464W	P0CX17	S000004456
YLR466C-A	P0CL38	S000028685
YLR466C-B	Q8TGJ4	S000028686
YLR467C-A	P0CL39	S000028687
YML002W	P0CF17	S000004461
YML003W	P0CF16	S000004462
YML007C-A	Q3E7A6	S000007621
YML009C-A	A0A023PYJ0	S000004469
YML009W-B	Q6B0Y1	S000004471
YML012C-A	Q6B0Y8	S000004474
YML018C	Q03730	S000004480
YML020W	Q03722	S000004482
YML031C-A	A0A023PXH2	S000028809
YML034C-A	A0A023PXP7	S000004499
YML037C	Q03703	S000004501
YML047W-A	A0A023PZG9	S000004512
YML053C	Q04978	S000004517
YML054C-A	Q3E809	S000028573
YML057C-A	P0C261	S000004522
YML079W	Q03629	S000004544
YML082W	Q04533	S000004547
YML083C	Q04526	S000004548
YML084W	Q04521	S000004549
YML089C	Q04502	S000004554
YML090W	Q04501	S000004555
YML094C-A	Q12744	S000004561
YML096W	Q04489	S000004562
YML099W-A	Q6B2I9	S000004567
YML100W-A	Q8TGT0	S000028688
YML101C-A	Q6B0Z2	S000004569
YML108W	Q03759	S000004576
YML116W-A	Q6B108	S000004586
YML119W	Q03208	S000004588
YML122C	Q03207	S000004591
YML131W	Q03102	S000004600
YML133C	Q03099	S000004602
YML133W-A	P0CL29	S000028689
YML133W-B	P0CL35	S000028690
YMR001C-A	Q8TGS9	S000028691
YMR007W	Q03675	S000004609
YMR013C-A	P0C5Q3	S000028847
YMR013W-A	P0C5Q2	S000007622
YMR027W	Q04371	S000004629
YMR030W-A	Q3E760	S000028574
YMR031W-A	Q6Q572	S000004634
YMR046W-A	Q6B0Y5	S000007248
YMR052C-A	Q6B0Y6	S000004655
YMR057C	Q04674	S000004661
YMR074C	Q04773	S000004678
YMR075C-A	Q6B0Y7	S000004679
YMR082C	Q04276	S000004687
YMR084W	A2P2R3	S000004689
YMR085W	P0CF18	S000004690
YMR086C-A	Q6Q571	S000004691
YMR087W	Q04299	S000004693
YMR090W	Q04304	S000004696
YMR099C	Q03161	S000004705
YMR102C	Q03177	S000004708
YMR103C	Q04436	S000004709
YMR105W-A	Q8TGS8	S000028692
YMR114C	Q04471	S000004720
YMR119W-A	A0A023PZL2	S000004726
YMR122C	Q03879	S000004729
YMR122W-A	Q3E842	S000007524
YMR124W	P39523	S000004731
YMR130W	Q04223	S000004737
YMR134W	P40207	S000004741
YMR135W-A	Q6B0X1	S000004743
YMR141C	P40211	S000004749
YMR141W-A	P0C5Q4	S000028575
YMR144W	P40214	S000004752
YMR147W	P40218	S000004755
YMR153C-A	A0A023PYJ4	S000004761
YMR155W	Q03795	S000004764
YMR158C-A	Q3E843	S000007249
YMR158W-B	Q6B0X2	S000004768
YMR160W	Q03823	S000004770
YMR172C-A	A0A023PXH6	S000004782
YMR173W-A	A0A023PXQ4	S000004785
YMR175W-A	Q3E766	S000028848
YMR178W	Q03219	S000004790
YMR181C	Q03231	S000004793
YMR182W-A	Q8TGS7	S000028693
YMR187C	Q03236	S000004799
YMR193C-A	Q6B0R2	S000004805
YMR194C-A	P0C5Q6	S000007250
YMR196W	Q04336	S000004809
YMR206W	Q03695	S000004819
YMR209C	Q03648	S000004822
YMR210W	Q03649	S000004823
YMR226C	Q05016	S000004839
YMR230W-A	Q3E7B5	S000028576
YMR242W-A	Q8TGS6	S000028694
YMR244W	Q04018	S000004858
YMR245W	Q04019	S000004859
YMR247W-A	Q3E782	S000028849
YMR252C	Q04814	S000004865
YMR253C	Q04835	S000004866
YMR254C	Q04838	S000004867
YMR262W	P38430	S000004875
YMR265C	Q03508	S000004878
YMR272W-A	Q8TGM0	S000028695
YMR272W-B	Q8TGS5	S000028696
YMR279C	Q03263	S000004892
YMR290W-A	A0A023PZH5	S000004904
YMR294W-A	A0A023PZL7	S000004909
YMR295C	Q03559	S000004910
YMR304C-A	A0A023PYJ7	S000004919
YMR306C-A	A0A023PXI0	S000004922
YMR307C-A	P0C5Q5	S000028578
YMR310C	Q04867	S000004927
YMR315W-A	Q8TGS4	S000028697
YMR315W	Q04869	S000004932
YMR316C-A	I2HB70	S000004933
YMR316C-B	A0A023PXQ9	S000004934
YMR317W	Q04893	S000004936
YMR320W	Q04897	S000004939
YMR321C	Q04898	S000004940
YMR324C	Q04909	S000004943
YMR326C	Q6B0R7	S000004945
YNL010W	P53981	S000004955
YNL011C	P53980	S000004956
YNL013C	P53979	S000004958
YNL017C	P53977	S000004962
YNL018C	P53976	S000004963
YNL019C	P53975	S000004964
YNL028W	P53967	S000004973
YNL033W	P53964	S000004978
YNL034W	P53963	S000004979
YNL035C	P53962	S000004980
YNL040W	P53960	S000004985
YNL042W-B	Q3E7Z2	S000028850
YNL043C	P53957	S000004988
YNL046W	P53956	S000004991
YNL050C	P53952	S000004995
YNL057W	P53948	S000005002
YNL058C	P53947	S000005003
YNL067W-A	P0C5Q8	S000007623
YNL067W-B	Q3E767	S000028810
YNL089C	P53936	S000005033
YNL092W	P53934	S000005036
YNL095C	P53932	S000005039
YNL097C-B	P0C271	S000028699
YNL097W-A	Q8TGL8	S000028700
YNL103W-A	Q8TGQ9	S000028701
YNL108C	P53929	S000005052
YNL109W	P53928	S000005053
YNL114C	P53926	S000005058
YNL115C	P53925	S000005059
YNL120C	P53922	S000005064
YNL122C	P53921	S000005066
YNL134C	P53912	S000005078
YNL140C	P53910	S000005084
YNL143C	P53908	S000005087
YNL144C	P53907	S000005088
YNL144W-A	Q8TGL9	S000028702
YNL146C-A	Q3E7Z1	S000028851
YNL146W	P53906	S000005090
YNL150W	P53902	S000005094
YNL162W-A	Q3E7A8	S000007624
YNL165W	P53891	S000005109
YNL170W	P53888	S000005114
YNL171C	P53887	S000005115
YNL174W	P53884	S000005118
YNL179C	P53880	S000005123
YNL181W	P53878	S000005125
YNL184C	P53876	S000005128
YNL190W	P53872	S000005134
YNL193W	P53870	S000005137
YNL194C	P40169	S000005138
YNL195C	P40168	S000005139
YNL198C	P40166	S000005142
YNL203C	P40163	S000005147
YNL205C	P40162	S000005149
YNL208W	P40159	S000005152
YNL217W	P40152	S000005161
YNL226W	P53864	S000005170
YNL228W	P53862	S000005172
YNL234W	P53857	S000005178
YNL235C	P53856	S000005179
YNL247W	P53852	S000005191
YNL266W	P53842	S000005210
YNL276C	P53837	S000005220
YNL277W-A	Q3E7Z0	S000028852
YNL285W	P53831	S000005229
YNL296W	P53828	S000005240
YNL303W	P53827	S000005247
YNL319W	P53826	S000005263
YNL320W	P42840	S000005264
YNL324W	P53825	S000005268
YNL337W	P53821	S000005281
YNL338W	P53820	S000005282
YNL339W-A	P0CL30	S000028703
YNL339W-B	P0CL36	S000028704
YNR001W-A	P0C5Q7	S000007625
YNR003W-A	Q8TGL7	S000028705
YNR005C	P53717	S000005288
YNR014W	P53719	S000005297
YNR021W	P53723	S000005304
YNR025C	P53726	S000005308
YNR029C	P53729	S000005312
YNR034W-A	Q3E841	S000007525
YNR040W	P53736	S000005323
YNR042W	P53737	S000005325
YNR048W	P53740	S000005331
YNR061C	P53747	S000005344
YNR062C	P53748	S000005345
YNR063W	P53749	S000005346
YNR064C	P53750	S000005347
YNR065C	P53751	S000005348
YNR066C	P53752	S000005349
YNR068C	P53754	S000005351
YNR071C	P53757	S000005354
YNR075C-A	Q8TGJ2	S000028706
YNR077C	P53758	S000005360
YOL013W-A	P0C272	S000028811
YOL013W-B	Q870I1	S000007252
YOL014W	Q08110	S000005374
YOL019W	Q08157	S000005379
YOL019W-A	Q8TGS2	S000028707
YOL024W	Q08172	S000005384
YOL029C	Q08187	S000005389
YOL035C	Q08207	S000005395
YOL036W	Q08206	S000005396
YOL037C	Q08205	S000005397
YOL038C-A	Q3E7Z9	S000028812
YOL046C	Q08216	S000005406
YOL050C	Q08222	S000005410
YOL057W	Q08225	S000005418
YOL075C	Q08234	S000005435
YOL079W	Q08238	S000005439
YOL083C-A	P0C5R4	S000028853
YOL085C	Q99345	S000005445
YOL085W-A	Q8TGQ8	S000028708
YOL097W-A	Q3E7Y9	S000028854
YOL098C	Q12496	S000005458
YOL099C	Q08240	S000005459
YOL106W	Q08241	S000005466
YOL107W	Q12239	S000005467
YOL114C	Q12322	S000005474
YOL118C	Q08259	S000005478
YOL131W	Q08270	S000005491
YOL134C	Q08272	S000005494
YOL150C	Q08293	S000005510
YOL153C	P0C155	S000005513
YOL155W-A	Q3E7Y8	S000028855
YOL159C-A	Q3E769	S000007627
YOL160W	Q08321	S000005520
YOL162W	P0CF19	S000005522
YOL163W	P0CF20	S000005523
YOL164W-A	Q3E7A5	S000028580
YOL166C	Q08373	S000005526
YOL166W-A	Q8TGJ1	S000028709
YOR008C-A	Q3E7B9	S000006431
YOR008W-B	P0C5Q9	S000007628
YOR011W-A	Q3E807	S000028581
YOR012W	Q12351	S000005538
YOR015W	Q12169	S000005541
YOR019W	Q99248	S000005545
YOR020W-A	Q3E824	S000028526
YOR022C	Q12204	S000005548
YOR024W	Q12070	S000005550
YOR029W	Q12243	S000005555
YOR032W-A	Q8TGS1	S000028710
YOR034C-A	Q3E735	S000028856
YOR041C	Q08411	S000005567
YOR050C	Q08419	S000005576
YOR053W	Q08428	S000005579
YOR055W	Q08439	S000005581
YOR062C	P36025	S000005588
YOR072W-A	P0C5R2	S000028582
YOR072W-B	Q3E832	S000028516
YOR072W	Q08486	S000005598
YOR073W-A	P0C5R3	S000028583
YOR082C	Q08498	S000005608
YOR093C	Q12275	S000005619
YOR097C	Q12274	S000005623
YOR102W	Q08503	S000005628
YOR105W	Q08504	S000005631
YOR108C-A	Q8TGL6	S000028711
YOR111W	Q99210	S000005637
YOR114W	Q12219	S000005640
YOR121C	Q08521	S000005647
YOR131C	Q12486	S000005657
YOR139C	Q08532	S000005665
YOR146W	Q08533	S000005672
YOR161C-C	Q8TGS0	S000028712
YOR161W-A	Q8TGL5	S000028713
YOR161W-B	Q8TGL4	S000028714
YOR169C	Q08540	S000005695
YOR170W	Q08543	S000005696
YOR186C-A	Q8TGL3	S000028715
YOR186W	Q08560	S000005712
YOR192C-C	Q3E736	S000028857
YOR199W	Q08604	S000005725
YOR200W	Q08620	S000005726
YOR203W	Q08621	S000005729
YOR214C	Q12282	S000005740
YOR218C	Q12249	S000005744
YOR225W	Q12225	S000005751
YOR231C-A	Q8TGL2	S000028716
YOR238W	Q08634	S000005764
YOR248W	Q08681	S000005774
YOR263C	Q08728	S000005789
YOR268C	Q08734	S000005794
YOR277C	Q08736	S000005803
YOR282W	Q08741	S000005808
YOR283W	Q12040	S000005809
YOR289W	Q12012	S000005815
YOR292C	Q08743	S000005818
YOR293C-A	Q3E7Y7	S000028858
YOR296W	Q08748	S000005822
YOR300W	Q08756	S000005826
YOR302W	P08521	S000005828
YOR304C-A	O14468	S000005830
YOR309C	Q12444	S000005836
YOR314W-A	P0C5R0	S000007629
YOR314W	Q12506	S000005841
YOR316C-A	Q3E806	S000028584
YOR318C	Q99318	S000005845
YOR325W	Q12261	S000005852
YOR329W-A	P0C5R1	S000028585
YOR331C	Q08786	S000005858
YOR333C	Q08789	S000005860
YOR335W-A	Q8TGL1	S000028717
YOR338W	Q99326	S000005865
YOR342C	Q12182	S000005869
YOR343C	Q12484	S000005870
YOR345C	Q08811	S000005872
YOR352W	Q08816	S000005879
YOR364W	Q08842	S000005891
YOR365C	Q08844	S000005892
YOR366W	Q08872	S000005893
YOR376W-A	Q3E805	S000028586
YOR376W	Q08900	S000005903
YOR379C	Q08903	S000005906
YOR381W-A	Q3E804	S000028587
YOR385W	Q08909	S000005912
YOR387C	Q08910	S000005914
YOR389W	Q08912	S000005916
YOR392W	Q08915	S000005919
YOR394C-A	Q8TGJ0	S000028718
YOR396C-A	P0CL40	S000028719
YPL014W	Q02606	S000005935
YPL025C	Q02659	S000005946
YPL034W	Q03083	S000005955
YPL035C	O13521	S000005956
YPL038W-A	Q3E7B4	S000028588
YPL039W	Q03080	S000005960
YPL044C	O13520	S000005965
YPL062W	Q02781	S000005983
YPL067C	Q02754	S000005988
YPL068C	Q02749	S000005989
YPL071C	Q02864	S000005992
YPL073C	P40323	S000005994
YPL077C	Q02831	S000005998
YPL080C	Q02826	S000006001
YPL102C	O13517	S000006023
YPL107W	Q02873	S000006028
YPL108W	Q02872	S000006029
YPL109C	Q02981	S000006030
YPL113C	Q02961	S000006034
YPL114W	O13518	S000006035
YPL119C-A	Q3E751	S000028859
YPL135C-A	Q8TGK9	S000028720
YPL136W	O13519	S000006057
YPL142C	Q08916	S000006063
YPL150W	Q12152	S000006071
YPL152W-A	Q8TGR9	S000028721
YPL162C	Q12042	S000006083
YPL182C	Q08922	S000006103
YPL185W	Q08927	S000006106
YPL191C	Q08930	S000006112
YPL197C	Q08953	S000006118
YPL199C	Q08954	S000006120
YPL205C	Q08958	S000006126
YPL216W	Q08964	S000006137
YPL222C-A	Q8TGL0	S000028722
YPL225W	Q08971	S000006146
YPL229W	Q99395	S000006150
YPL238C	Q99401	S000006159
YPL245W	Q12179	S000006166
YPL247C	Q12523	S000006168
YPL250W-A	P0C5S0	S000028589
YPL251W	Q12058	S000006172
YPL257W	Q08974	S000006178
YPL260W	Q08977	S000006181
YPL261C	Q08976	S000006182
YPL264C	Q08980	S000006185
YPL272C	Q08984	S000006193
YPL276W	P0CF36	S000006197
YPL277C	Q08989	S000006198
YPL278C	Q08990	S000006199
YPL283W-A	P0CL31	S000028723
YPL283W-B	P0CX97	S000028724
YPR002C-A	Q6B0V7	S000007254
YPR003C	P53394	S000006207
YPR010C-A	A5Z2X5	S000122558
YPR011C	Q12251	S000006215
YPR012W	Q04203	S000006216
YPR014C	Q6B0W2	S000006218
YPR015C	Q12531	S000006219
YPR016W-A	P0C5R5	S000007630
YPR022C	Q12139	S000006226
YPR027C	Q12079	S000006231
YPR039W	Q6B0W0	S000006243
YPR050C	A0A023PZM3	S000006254
YPR053C	Q6Q5F3	S000006257
YPR059C	P0C5E1	S000006263
YPR063C	Q12160	S000006267
YPR064W	Q12492	S000006268
YPR071W	Q12346	S000006275
YPR074W-A	P0C5R6	S000007631
YPR076W	O13582	S000006280
YPR077C	O13583	S000006281
YPR078C	Q06813	S000006282
YPR084W	Q06821	S000006288
YPR089W	O13585	S000006293
YPR092W	O13586	S000006296
YPR096C	O13587	S000006300
YPR097W	Q06839	S000006301
YPR098C	Q06089	S000006302
YPR099C	O13548	S000006303
YPR108W-A	Q3E7B3	S000028590
YPR114W	Q06107	S000006318
YPR117W	Q06116	S000006321
YPR123C	O13566	S000006327
YPR126C	O13567	S000006330
YPR127W	Q06494	S000006331
YPR130C	O13568	S000006334
YPR136C	O13569	S000006340
YPR142C	O13570	S000006346
YPR145C-A	Q2V2P0	S000113589
YPR146C	O13571	S000006350
YPR147C	Q06522	S000006351
YPR148C	Q06523	S000006352
YPR150W	O13572	S000006354
YPR153W	Q06537	S000006357
YPR159C-A	Q8TGQ7	S000028725
YPR160C-A	Q8TGK8	S000028726
YPR160W-A	P0C5S1	S000028860
YPR169W-A	P0C5R7	S000028591
YPR170C	A0A023PYK2	S000006374
YPR170W-A	P0C5R8	S000028861
YPR170W-B	P0C5R9	S000028515
YPR172W	Q06608	S000006376
YPR174C	Q06616	S000006378
YPR177C	O13575	S000006381
YPR195C	Q06594	S000006399
YPR196W	Q06595	S000006400
YPR197C	A0A023PXI5	S000006401
YPR202W	Q08993	S000006406
YPR203W	Q08994	S000006407
YPR204C-A	P0CX98	S000028727
YPR204W	Q08995	S000006408
